C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_10_967.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_10_967.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_10_967.jpg, 0, 0, 0, 7.82705E-05
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_11_069.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_11_069.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_11_069.jpg, 0, 0, 0, 8.132946E-05
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_11_171.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_11_171.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_11_171.jpg, 0, 0, 0, 7.945559E-05
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_11_272.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_11_272.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_11_272.jpg, 0, 0, 0, 7.824332E-05
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_11_374.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_11_374.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_11_374.jpg, 0, 0.2685795, 0, 0.1630641
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_11_476.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_11_476.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_11_476.jpg, 0, 0.5593205, 0, 0.6704351
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_11_582.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_11_582.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_11_582.jpg, 0, 0.9299436, 0, 1.828685
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_11_685.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_11_685.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_11_685.jpg, 0, 1, 0, 3.000411
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_11_787.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_11_787.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_11_787.jpg, 0, 1, 0, 4.172496
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_11_935.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_11_935.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_11_935.jpg, -0.4396044, 1, 0, 5.733952
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_040.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_040.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_040.jpg, -0.4295272, 1, 0, 7.087507
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_147.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_147.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_147.jpg, -0.1315563, 1, 0, 8.22804
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_246.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_246.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_246.jpg, 0, 1, 0, 9.340682
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_347.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_347.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_347.jpg, 0, 1, 0, 10.45398
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_451.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_451.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_451.jpg, 0, 1, 0, 11.65537
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_551.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_551.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_551.jpg, -0.0395154, 1, 0, 12.63093
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_655.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_655.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_655.jpg, -0.3406251, 1, 0, 13.78703
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_755.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_755.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_755.jpg, -0.04040433, 1, 0, 14.67846
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_859.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_859.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_859.jpg, 0, 1, 0, 15.89765
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_12_965.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_12_965.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_12_965.jpg, -0.1303311, 1, 0, 17.16776
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_13_066.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_13_066.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_13_066.jpg, -0.191475, 1, 0, 17.95894
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_13_167.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_13_167.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_13_167.jpg, 0, 1, 0, 19.15272
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_13_267.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_13_267.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_13_267.jpg, -0.0354561, 1, 0, 20.0424
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_13_368.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_13_368.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_13_368.jpg, -0.3359222, 1, 0, 21.09601
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_13_472.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_13_472.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_13_472.jpg, -0.07353114, 1, 0, 22.02084
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_13_572.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_13_572.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_13_572.jpg, 0, 1, 0, 23.03254
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_13_676.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_13_676.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_13_676.jpg, -0.2912697, 1, 0, 23.96605
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_13_780.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_13_780.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_13_780.jpg, 0, 1, 0, 25.11448
C:\Users\ritik\OneDrive\Desktop\data\IMG\center_2020_06_07_13_52_13_882.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\left_2020_06_07_13_52_13_882.jpg, C:\Users\ritik\OneDrive\Desktop\data\IMG\right_2020_06_07_13_52_13_882.jpg, -0.07360829, 1, 0, 26.06363
